,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態,年齢_cat,ローン期間_cat,ローン金額_cat
538,0,3,7,2,3,730,4,4,4,2,1,2,2,46,2,1,2,1,1,2,1,3,2,2
539,0,2,18,0,2,3244,1,2,1,1,1,4,3,33,1,2,2,2,1,2,1,2,3,5
540,1,2,9,1,3,1670,1,1,4,1,1,2,3,22,2,2,1,2,1,2,1,1,2,4
541,0,2,48,1,3,3979,4,3,4,2,1,1,3,41,2,2,2,2,2,2,1,3,8,5
542,1,2,12,1,2,1922,1,2,4,2,1,2,2,37,2,2,1,1,1,1,1,2,2,4
543,0,2,18,2,2,1295,1,1,4,1,1,1,2,27,2,2,2,2,1,1,1,2,3,3
544,0,3,4,2,3,1544,1,3,2,2,1,1,1,42,2,2,2,1,2,1,1,3,1,4
545,0,2,8,1,6,907,1,1,3,3,1,2,1,26,2,2,1,2,1,2,1,2,2,2
546,0,2,30,1,3,1715,4,2,4,1,1,1,3,26,2,2,1,2,1,1,1,2,5,4
547,0,3,10,2,3,1347,4,3,4,2,1,2,2,27,2,2,2,2,1,2,1,2,2,3
548,0,2,12,1,0,1007,3,2,4,3,1,1,1,22,2,2,1,2,1,1,1,1,2,3
549,0,3,12,2,2,1402,3,3,3,1,1,4,3,37,2,1,1,2,1,2,1,2,2,3
550,0,2,12,1,0,2002,1,3,3,2,1,4,2,30,2,1,1,2,2,2,1,2,2,4
551,0,3,12,2,3,2096,1,3,2,2,1,3,1,49,2,2,1,1,2,1,1,3,2,4
552,0,3,12,1,0,1101,1,2,3,3,1,2,1,27,2,2,2,2,1,2,1,2,2,3
553,0,3,10,1,5,894,4,3,4,1,1,3,2,40,2,2,1,2,1,2,1,3,2,2
554,0,2,11,1,2,1577,3,1,4,1,1,1,1,20,2,2,1,2,1,1,1,1,2,4
555,0,3,33,2,6,2764,1,2,2,1,1,2,3,26,2,2,2,2,1,2,1,2,6,5
556,0,2,48,0,0,8358,3,1,1,1,1,1,3,30,2,2,2,2,1,1,1,2,8,7
557,0,3,12,1,2,1474,1,1,4,1,1,1,2,33,1,2,1,3,1,2,1,2,2,3
558,0,3,24,1,1,5433,4,1,2,1,1,4,2,26,2,1,1,3,1,2,1,2,4,6
559,0,2,14,1,6,1410,3,4,1,3,1,2,1,35,2,2,1,2,1,2,1,2,3,3
560,0,3,20,2,0,3485,4,1,2,1,1,4,1,44,2,2,2,2,1,2,1,3,4,5
561,0,3,18,2,1,3850,1,3,3,2,1,1,3,27,2,2,2,2,1,1,1,2,3,5
562,1,2,60,1,0,7408,2,1,4,1,1,2,2,24,2,2,1,3,1,1,1,1,10,6
563,0,3,24,1,3,1377,2,4,4,1,1,2,4,47,2,3,1,2,1,2,1,3,4,3
564,0,3,30,2,6,4272,2,2,2,2,1,2,2,26,2,2,2,1,1,1,1,2,5,5
565,0,2,24,2,3,1553,2,3,3,1,1,2,2,23,2,1,2,2,1,2,1,1,4,4
566,0,2,36,2,6,9857,2,3,1,2,1,3,2,31,2,2,2,1,2,2,1,2,6,7
567,0,3,6,2,0,362,2,2,4,1,1,4,3,52,2,2,2,1,1,1,1,3,1,1
568,0,3,12,2,2,1935,1,4,4,2,1,4,1,43,2,2,2,2,1,2,1,3,2,4
569,0,3,48,1,3,10222,4,3,4,2,1,3,3,37,1,2,1,2,1,2,1,2,8,8
570,0,3,12,1,0,1330,1,1,4,2,1,1,1,26,2,2,1,2,1,1,1,2,2,3
571,0,3,36,1,3,9055,4,2,2,2,1,4,4,35,2,3,1,1,2,2,1,2,6,7
572,0,2,26,1,1,7966,1,1,2,2,1,3,3,30,2,2,2,2,1,1,1,2,5,7
573,0,2,30,0,2,3496,3,2,4,2,1,2,3,34,1,2,1,2,2,2,1,2,5,5
574,0,2,36,1,1,6948,1,2,2,2,1,2,3,35,2,1,1,3,1,2,1,2,6,6
575,0,2,48,0,6,12204,4,2,2,2,1,2,3,48,1,2,1,3,1,2,1,3,8,8
576,1,1,36,1,2,3446,1,4,4,2,1,2,3,42,2,2,1,2,2,1,1,3,6,5
577,1,1,12,1,3,684,1,2,4,2,1,4,3,40,2,1,1,1,2,1,1,3,2,2
578,1,1,33,2,2,4281,3,2,1,1,1,4,3,23,2,2,2,2,1,1,1,1,6,5
579,1,1,42,1,3,7174,4,3,4,1,1,3,3,30,2,2,1,3,1,2,1,2,7,6
580,1,1,24,0,3,1546,1,3,4,2,2,4,3,24,1,1,1,1,1,1,1,1,4,4
581,1,1,24,1,2,2359,2,1,1,1,1,1,2,33,2,2,1,2,1,1,1,2,4,4
582,1,3,24,1,3,3621,2,4,2,2,1,4,3,31,2,2,2,2,1,1,1,2,4,5
583,1,1,12,1,3,741,2,1,4,1,1,3,2,22,2,2,1,2,1,1,1,1,2,2
584,1,1,12,1,2,7865,1,4,4,2,1,4,4,53,2,3,1,3,1,2,1,3,2,7
585,0,1,24,1,1,2910,1,3,2,2,1,1,4,34,2,3,1,3,1,2,1,2,4,5
586,0,1,18,2,0,5302,1,4,2,2,1,4,4,36,2,3,2,3,1,2,1,2,3,6
587,0,1,36,1,2,3620,1,2,1,2,2,2,2,37,2,2,1,2,2,1,1,2,6,5
588,0,1,18,1,3,3509,1,3,4,1,2,1,1,25,2,2,1,2,1,1,1,1,3,5
589,0,2,12,1,2,3017,1,1,3,1,1,1,1,34,2,1,1,3,1,1,1,2,2,5
590,0,1,12,1,2,1657,1,2,2,2,1,2,1,27,2,2,1,2,1,1,1,2,2,4
591,0,1,8,2,7,1164,1,4,3,2,1,4,4,51,1,3,2,3,2,2,1,3,2,3
592,1,1,36,2,2,6229,1,1,4,1,2,4,4,23,2,1,2,1,1,2,1,1,6,6
593,1,1,24,0,0,1193,1,1,1,1,2,4,4,29,2,1,2,1,1,1,1,2,4,3
594,0,1,30,0,2,4583,1,2,2,1,2,2,1,32,2,2,2,2,1,1,1,2,5,5
595,0,1,36,2,2,5371,1,2,3,2,2,2,2,28,2,2,2,2,1,1,1,2,6,6
596,0,1,12,1,2,708,1,2,2,2,2,3,2,38,2,2,1,1,2,1,1,2,2,2
597,0,1,21,2,0,571,1,4,4,2,1,4,1,65,2,2,2,2,1,1,1,5,4,2
598,0,1,30,1,3,2522,1,4,1,2,2,3,2,39,2,2,1,2,2,1,1,2,5,5
599,1,1,36,1,2,5179,1,3,4,2,1,2,2,29,2,2,1,2,1,1,1,2,6,6
600,1,1,36,1,1,8229,1,2,2,2,1,2,2,26,2,2,1,2,2,1,1,2,6,7
601,0,3,24,2,2,2028,1,3,2,2,1,2,2,30,2,2,2,1,1,1,1,2,4,4
602,0,1,6,1,0,1374,4,1,4,1,1,3,2,75,2,2,1,3,1,2,1,5,1,3
603,0,1,12,1,2,1289,1,2,4,2,2,1,2,21,2,2,1,1,1,1,1,1,2,3
604,1,1,36,1,2,2712,1,4,2,2,1,2,2,41,1,2,1,2,2,1,1,3,6,5
605,0,1,15,2,2,975,1,2,2,1,1,3,2,25,2,2,2,2,1,1,1,1,3,2
606,0,2,6,2,2,1050,1,1,4,2,1,1,2,35,1,2,2,3,1,2,2,2,1,3
607,0,1,6,2,0,609,1,3,4,1,1,3,2,37,2,2,2,2,1,1,1,2,1,2
608,0,1,48,1,1,4788,1,3,4,2,1,3,2,26,2,2,1,2,2,1,1,2,8,5
609,0,2,24,1,2,3069,2,4,4,2,1,4,4,30,2,3,1,2,1,1,1,2,4,5
610,1,2,12,1,0,836,2,1,4,1,1,2,2,23,1,2,1,1,1,1,1,1,2,2
611,0,1,12,1,2,2577,1,2,2,1,1,1,3,42,2,2,1,2,1,1,1,3,2,5
612,0,1,12,1,2,1620,1,2,2,1,2,3,2,30,2,2,1,2,1,1,1,2,2,4
613,0,1,15,1,2,1845,1,1,4,1,2,1,2,46,2,1,1,2,1,1,1,3,3,4
614,0,1,24,1,1,6579,1,1,4,2,1,2,4,29,2,3,1,3,1,2,1,2,4,6
615,0,1,12,1,0,1893,1,2,4,1,2,4,2,29,2,2,1,2,1,2,1,2,2,4
616,0,1,30,2,1,10623,1,4,3,2,1,4,4,38,2,3,2,3,2,2,1,2,5,8
617,0,1,18,1,0,2249,2,3,4,2,1,3,3,30,2,2,1,3,2,2,1,2,3,4
618,1,1,30,1,2,3108,1,1,2,1,1,4,2,31,2,2,1,1,1,1,1,2,5,5
619,0,2,12,2,0,958,1,3,2,2,1,3,1,47,2,2,2,1,2,1,1,3,2,2
620,0,3,24,1,1,9277,4,2,2,1,1,4,4,48,2,3,1,2,1,2,1,3,4,7
621,0,3,24,2,7,6314,1,1,4,2,2,2,4,27,1,2,2,3,1,2,1,2,4,6
622,0,1,12,2,1,1526,1,4,4,2,1,4,4,66,2,3,2,3,1,1,1,5,2,4
623,0,1,12,1,2,3590,1,2,2,2,2,2,2,29,2,2,1,1,2,1,1,2,2,5
624,0,1,24,2,1,6615,1,1,2,2,1,4,4,75,2,3,2,3,1,2,1,5,4,6
625,0,1,6,2,2,1872,1,1,4,2,1,4,4,36,2,3,2,3,1,2,1,2,1,4
626,0,3,12,1,0,2859,4,1,4,2,1,4,4,38,2,2,1,3,1,2,1,2,2,5
627,0,3,18,2,3,1582,3,4,4,2,1,4,3,46,2,2,2,2,1,1,1,3,3,4
628,0,3,6,1,5,1238,4,1,4,2,1,4,2,36,2,2,1,3,2,2,1,2,1,3
629,0,1,12,1,2,2578,1,1,3,1,1,4,4,55,2,3,1,3,1,1,1,3,2,5
630,0,1,15,2,2,1433,1,2,4,1,1,3,2,25,2,1,2,2,1,1,1,1,3,3
631,0,1,42,1,2,7882,1,3,2,2,2,4,2,45,2,3,1,2,2,1,1,3,7,7
632,0,1,24,1,2,4169,1,2,4,2,1,4,2,28,2,2,1,2,1,1,1,2,4,5
633,0,1,36,1,2,3959,1,1,4,2,1,3,2,30,2,2,1,3,1,2,1,2,6,5
634,0,1,36,1,0,3249,1,3,2,2,1,4,4,39,1,3,1,3,2,2,1,2,6,5
635,0,1,24,1,2,3149,1,1,4,2,1,1,4,22,1,3,1,2,1,1,1,1,4,5
636,1,1,12,2,2,2246,1,4,3,2,1,3,2,60,2,2,2,2,1,1,1,4,2,4
637,0,1,13,2,6,1797,1,1,3,2,1,1,2,28,1,2,2,1,1,1,1,2,3,4
638,0,1,20,2,2,4272,1,4,1,1,1,4,2,24,2,2,2,2,1,1,1,1,4,5
639,0,1,24,2,1,2957,1,4,4,2,1,4,2,63,2,2,2,2,1,2,1,4,4,5
640,0,1,36,2,2,2348,1,2,3,3,1,2,2,46,2,2,2,2,1,2,1,3,6,4
641,0,3,42,0,6,6289,1,1,2,1,1,1,2,33,2,2,2,2,1,1,1,2,7,6
642,0,1,24,2,1,6419,1,4,2,1,1,4,4,44,2,3,2,3,2,2,1,3,4,6
643,1,1,48,2,1,6143,1,4,4,1,1,4,4,58,1,3,2,1,1,1,1,3,8,6
644,0,3,24,2,3,1597,1,4,4,2,1,4,4,54,2,3,2,2,2,1,1,3,4,4
645,0,1,36,1,7,15857,1,1,2,1,2,3,3,43,2,2,1,3,1,1,1,3,6,9
646,0,3,24,2,3,2223,2,4,4,2,1,4,2,52,1,2,2,2,1,1,1,3,4,4
647,0,3,48,2,3,7238,4,4,3,2,1,3,3,32,1,2,2,2,2,1,1,2,8,6
648,0,2,30,2,6,2503,2,4,4,2,1,2,2,41,1,2,2,2,1,1,1,3,5,5
649,0,2,18,1,6,2622,2,2,4,2,1,4,3,34,2,2,1,2,1,1,1,2,3,5
650,0,2,24,1,2,4351,4,2,1,1,1,4,2,48,2,2,1,1,1,2,1,3,4,5
651,0,2,6,1,3,368,4,4,4,2,1,4,2,38,2,2,1,2,1,1,1,2,1,1
652,0,2,12,1,5,754,4,4,4,2,1,4,2,38,2,2,2,2,1,1,1,2,2,2
653,0,3,24,2,3,2424,4,4,4,2,1,4,2,53,2,2,2,2,1,1,1,3,4,4
654,0,2,48,2,6,6681,4,2,4,2,1,4,4,38,2,3,1,2,2,2,1,2,8,6
655,0,2,18,2,6,2427,4,4,4,2,1,2,2,42,2,2,2,2,1,1,1,3,3,4
656,1,2,24,2,3,1216,2,1,4,2,1,4,4,38,1,2,2,2,2,1,1,2,4,3
657,0,2,6,1,3,753,1,2,2,1,2,3,1,64,2,2,1,2,1,1,1,4,1,2
658,0,2,7,1,3,2576,1,2,2,2,2,2,1,35,2,2,1,2,1,1,2,2,2,5
659,0,2,6,1,3,590,1,1,3,3,1,3,1,26,2,2,1,1,1,1,2,2,1,2
660,0,2,8,1,3,1414,1,2,4,2,2,2,1,33,2,2,1,2,1,1,2,2,2,3
661,0,2,12,1,3,1103,1,3,4,2,2,3,1,29,2,2,2,2,1,1,1,2,2,3
662,0,2,12,2,3,585,1,2,4,3,2,4,1,20,2,1,2,2,1,1,1,1,2,2
663,0,2,6,1,3,1068,1,4,4,2,1,4,3,28,2,2,1,2,2,1,1,2,1,3
664,0,1,8,2,0,713,1,4,4,2,1,4,1,47,2,2,2,1,1,1,1,3,2,2
665,0,2,12,1,3,1092,1,2,4,1,2,4,1,49,2,2,2,2,1,2,1,3,2,3
666,0,2,7,1,3,2329,1,1,1,1,2,1,1,45,2,2,1,2,1,1,1,3,2,4
667,0,2,13,2,3,882,1,1,4,2,2,4,1,23,2,2,2,2,1,1,1,1,3,2
668,0,2,18,1,3,866,1,2,4,3,2,2,1,25,2,2,1,1,1,1,1,1,3,2
669,0,2,7,1,3,2415,1,2,3,2,2,2,1,34,2,2,1,2,1,1,1,2,2,4
670,0,2,13,1,3,2101,1,1,2,1,2,4,2,23,2,2,1,1,1,1,1,1,3,4
671,0,2,18,1,3,1301,1,4,4,3,2,2,1,32,2,2,1,1,1,1,1,2,3,3
672,0,2,18,1,3,1113,1,2,4,1,2,4,1,26,2,2,1,1,2,1,1,2,3,3
673,0,2,8,1,3,760,1,3,4,1,2,2,1,44,2,2,1,1,1,1,1,3,2,2
674,0,2,12,1,3,625,1,1,4,3,2,1,1,26,1,2,1,1,1,1,1,2,2,2
675,0,3,6,2,0,1323,2,4,2,1,1,4,3,28,2,2,2,2,2,2,1,2,1,3
676,0,1,9,2,3,1138,1,2,4,2,1,4,1,25,2,2,2,1,1,1,1,1,2,3
677,0,2,18,2,3,1795,1,4,3,1,2,4,1,48,1,1,2,1,1,2,1,3,3,4
678,0,2,15,2,3,2728,4,3,4,2,2,2,1,35,1,2,2,2,1,2,1,2,3,5
679,0,2,6,1,3,484,1,3,3,3,2,3,1,28,1,2,1,1,1,1,1,2,1,1
680,0,2,10,0,3,1048,1,2,4,2,1,4,1,23,1,2,1,1,1,1,1,1,2,3
681,0,2,12,1,3,1155,1,4,3,3,2,3,1,40,1,2,2,1,1,1,1,3,2,3
682,0,2,20,2,1,7057,4,3,3,2,1,4,2,36,1,1,2,3,2,2,1,2,4,6
683,0,2,15,2,3,1537,4,4,4,2,2,4,1,50,2,2,2,2,1,2,1,3,3,4
684,0,1,12,1,3,2214,1,2,4,2,1,3,2,24,2,2,1,1,1,1,1,1,2,4
685,0,3,24,2,2,1585,1,3,4,2,1,3,2,40,2,2,2,2,1,1,1,3,4,4
686,0,2,10,1,2,1521,1,2,4,1,1,2,3,31,2,2,1,1,1,1,1,2,2,4
687,0,2,36,0,3,3990,4,1,3,1,1,2,4,29,1,2,1,1,1,1,1,2,6,5
688,0,3,18,1,2,3049,1,1,1,1,1,1,2,45,1,2,1,1,1,1,1,3,3,5
689,1,1,24,1,3,1282,2,2,4,1,1,2,3,32,2,2,1,1,1,1,1,2,4,3
690,0,3,60,1,3,10144,2,3,2,1,1,4,1,21,2,2,1,2,1,2,1,1,10,8
691,0,1,12,1,0,1168,1,2,4,3,1,3,1,27,2,2,1,1,1,1,1,2,2,3
692,0,2,6,1,3,454,1,1,3,3,1,1,2,22,2,2,1,1,1,1,1,1,1,1
693,0,3,15,2,1,3594,1,1,1,1,1,2,2,46,2,2,2,1,1,1,1,3,3,5
694,0,3,12,1,2,1768,1,2,3,2,1,2,1,24,2,1,1,1,1,1,1,1,2,4
695,0,3,60,2,3,15653,1,3,2,2,1,4,3,21,2,2,2,2,1,2,1,1,10,9
696,0,3,12,2,0,2247,1,2,2,1,1,2,3,36,1,2,2,2,1,2,1,2,2,4
697,0,3,24,1,3,1413,1,2,4,3,1,2,2,28,2,2,1,2,1,1,1,2,4,3
698,0,2,45,2,1,4576,2,1,3,2,1,4,3,27,2,2,1,2,1,1,1,2,8,5
699,0,1,24,2,3,1231,3,4,4,1,1,4,2,57,2,1,2,3,1,2,1,3,4,3
700,1,1,36,1,1,8335,4,4,3,2,1,4,4,47,2,3,1,2,1,1,1,3,6,7
701,0,2,36,2,1,5800,1,2,3,2,1,4,3,34,2,2,2,2,1,2,1,2,6,6
702,0,1,18,2,3,8471,4,2,1,1,1,2,3,23,2,1,2,2,1,2,1,1,3,7
703,0,1,30,1,2,3622,3,4,4,1,1,4,2,57,2,1,2,2,1,2,1,3,5,5
704,0,1,6,2,3,1169,4,4,4,2,1,4,1,67,2,2,2,2,1,2,1,5,1,3
705,0,3,15,1,3,1262,3,3,4,2,1,3,2,36,2,2,2,2,1,2,1,2,3,3
706,0,3,24,2,2,3617,4,4,4,2,2,4,4,20,2,1,2,2,1,1,1,1,4,5
707,0,2,30,2,0,2181,4,4,4,2,1,4,1,36,2,2,2,2,1,1,1,2,5,4
708,1,1,48,0,6,7685,1,3,2,1,2,4,3,37,2,1,1,2,1,1,1,2,8,7
709,0,3,48,2,3,6110,1,2,1,2,1,3,4,31,1,3,1,2,1,2,1,2,8,6
710,0,3,24,1,0,3757,1,4,4,1,2,4,4,62,2,3,1,2,1,2,1,4,4,5
711,0,1,42,2,3,3394,1,1,4,2,2,4,3,65,2,2,2,1,1,1,1,5,7,5
712,0,3,36,2,6,6304,4,4,4,2,1,4,1,36,2,2,2,2,1,1,1,2,6,6
713,0,3,9,2,3,1244,4,4,4,1,1,4,2,41,2,1,2,1,1,1,1,3,2,3
714,0,3,6,1,0,3518,1,2,2,2,2,3,2,26,2,1,1,2,1,1,1,2,1,5
715,0,3,36,0,3,2613,1,2,4,2,1,2,3,27,2,2,2,2,1,1,1,2,6,5
716,0,1,48,1,3,7476,1,3,4,2,1,1,4,50,2,3,1,3,1,2,1,3,8,6
717,1,3,24,1,6,4591,3,2,2,2,1,3,2,54,2,2,2,3,1,2,1,3,4,5
718,1,2,18,1,2,1924,4,1,4,1,1,3,1,27,2,1,1,2,1,1,1,2,3,4
719,1,2,72,1,3,5595,2,2,2,3,1,2,3,24,2,2,1,2,1,1,1,1,10,6
720,1,2,48,2,3,6224,1,4,4,2,1,4,4,50,2,3,1,2,1,1,1,3,8,6
721,0,3,15,1,3,1905,1,4,4,2,1,4,3,40,2,1,1,3,1,2,1,3,3,4
722,0,3,21,2,1,2993,1,2,3,2,1,2,1,28,1,2,2,1,1,1,1,2,4,5
723,0,3,36,2,1,8947,4,3,3,2,1,2,3,31,1,2,1,3,2,2,1,2,6,7
724,0,1,24,1,2,4020,1,2,2,2,1,2,3,27,1,2,1,2,1,1,1,2,4,5
725,0,2,18,1,1,2779,1,2,1,3,1,3,3,21,2,1,1,2,1,2,1,1,3,5
726,0,3,21,1,0,2782,3,3,1,1,1,2,3,31,1,2,1,3,1,1,1,2,4,5
727,0,3,12,1,0,1884,1,4,4,2,1,4,3,39,2,2,1,3,1,2,1,2,2,4
728,0,3,36,2,1,11054,4,2,4,2,1,2,3,30,2,2,1,3,1,2,1,2,6,8
729,0,2,60,2,3,9157,4,2,2,2,1,2,4,27,2,3,1,3,1,1,1,2,10,7
730,0,2,42,0,1,9283,1,1,1,2,1,2,4,55,1,3,1,3,1,2,1,3,7,7
731,0,3,60,1,0,6527,4,2,4,2,1,4,4,34,2,3,1,2,2,2,1,2,10,6
732,0,3,15,2,1,3368,3,4,3,2,1,4,4,23,2,1,2,2,1,2,1,1,3,5
733,0,1,15,1,0,2511,1,1,1,1,1,4,3,23,2,1,1,2,1,1,1,1,3,5
734,0,1,36,1,1,5493,1,4,2,2,1,4,4,42,2,3,1,2,2,1,1,3,6,6
735,0,3,6,1,3,1338,3,2,1,1,1,4,1,62,2,2,1,2,1,1,1,4,1,3
736,0,2,9,1,3,1082,1,4,4,2,1,4,3,37,2,2,2,1,1,1,1,2,2,3
737,0,3,18,2,3,1149,3,2,4,2,1,3,1,46,2,2,2,2,1,1,1,3,3,3
738,0,2,15,1,3,1308,1,4,4,2,1,4,3,38,2,2,2,1,1,1,1,2,3,3
739,0,2,20,0,1,6148,2,4,3,3,1,4,3,31,1,2,2,2,1,2,1,2,4,6
740,0,3,12,1,2,1736,1,3,3,1,1,4,1,31,2,2,1,1,1,1,1,2,2,4
741,0,3,12,1,3,3059,3,3,2,1,1,4,1,61,2,2,1,1,1,1,1,4,2,5
742,1,1,24,1,2,2996,4,2,2,3,1,4,3,20,2,2,1,2,1,1,1,1,4,5
743,0,3,30,2,1,7596,4,4,1,2,1,4,3,63,2,2,2,2,1,1,1,4,5,7
744,0,3,30,1,1,4811,4,3,2,1,1,4,2,24,1,1,1,1,1,1,1,1,5,5
745,0,3,6,1,2,1766,1,2,1,3,1,2,2,21,2,1,1,2,1,1,1,1,1,4
746,0,2,24,1,1,2760,4,4,4,2,1,4,4,36,1,3,1,2,1,2,1,2,4,5
747,0,3,24,2,3,5507,1,4,3,2,1,4,4,44,2,3,2,2,1,1,1,3,4,6
748,0,2,9,1,3,1199,1,3,4,1,1,4,2,67,2,2,2,3,1,2,1,5,2,3
749,0,3,24,1,2,2892,1,4,3,1,1,4,4,51,2,3,1,2,1,1,1,3,4,5
750,0,2,36,2,0,2862,2,4,4,2,1,3,4,30,2,3,1,2,1,1,1,2,6,5
751,1,1,9,1,0,654,1,2,4,2,1,3,3,28,2,2,1,1,1,1,1,2,2,2
752,1,2,9,2,3,1136,3,4,4,2,1,3,4,32,2,3,2,2,2,1,1,2,2,3
753,1,2,24,1,1,4113,3,1,3,1,1,4,3,28,2,1,1,2,1,1,1,2,4,5
754,1,2,6,1,0,14555,4,1,1,2,1,2,2,23,2,2,1,1,1,2,1,1,1,8
755,1,1,15,0,0,950,1,4,4,2,1,3,3,33,2,1,2,2,2,1,1,2,3,2
756,1,1,24,2,0,1199,1,4,4,2,1,4,3,60,2,2,2,1,1,1,1,4,4,3
757,1,1,12,0,0,1082,1,2,4,2,1,4,3,48,1,2,2,2,1,1,1,3,2,3
758,1,2,30,1,0,2150,1,2,4,1,2,2,4,24,1,2,1,2,1,1,1,1,5,4
759,1,2,36,2,0,2820,1,1,4,1,1,4,3,27,2,2,2,2,1,1,1,2,6,5
760,1,2,48,1,3,3060,1,3,4,2,1,4,1,28,2,2,2,2,1,1,1,2,8,5
761,1,1,18,1,3,2600,1,2,4,2,1,4,4,65,2,3,2,2,1,1,1,5,3,5
762,1,3,21,0,0,5003,4,2,1,1,1,4,2,29,1,2,2,2,1,2,1,2,4,6
763,1,2,60,1,3,6288,1,2,4,2,1,4,4,42,2,3,1,2,1,1,1,3,10,6
764,1,3,24,2,0,2538,1,4,4,2,1,4,3,47,2,2,2,1,2,1,1,3,4,5
765,1,3,9,1,3,1478,1,3,4,2,1,2,3,22,2,2,1,2,1,1,1,1,2,3
766,1,2,39,2,3,4933,1,3,2,2,2,2,1,25,2,2,2,2,1,1,1,1,7,5
767,1,3,18,2,0,1530,1,2,3,2,1,2,2,32,1,2,2,2,1,1,1,2,3,4
768,1,2,9,0,0,1437,2,3,2,2,1,3,4,29,2,2,1,2,1,1,1,2,2,3
769,1,1,15,1,3,1275,4,2,4,1,1,2,3,24,2,1,1,2,1,1,1,1,3,3
770,1,1,24,1,3,1823,1,1,4,2,1,2,3,30,1,2,1,3,2,1,1,2,4,4
771,1,1,9,1,0,1422,1,1,3,2,1,2,4,27,2,3,1,3,1,2,1,2,2,3
772,1,1,18,1,3,1217,1,2,4,3,1,3,1,47,2,2,1,1,1,2,1,3,3,3
773,1,1,36,1,0,9271,1,3,2,2,1,1,3,24,2,2,1,2,1,2,1,1,6,7
774,1,1,36,2,6,2145,1,3,2,2,1,1,3,24,2,2,2,2,1,2,1,1,6,4
775,1,1,36,1,0,1842,1,1,4,1,1,4,3,34,2,2,1,2,1,2,1,2,6,4
776,1,2,18,2,2,4297,1,4,4,1,1,3,4,40,2,2,1,3,1,2,1,3,3,5
777,1,1,6,2,2,3384,1,2,1,1,1,4,1,44,2,1,1,3,1,2,1,3,1,5
778,1,2,18,2,3,1245,1,2,4,3,1,2,3,33,2,2,1,2,1,1,1,2,3,3
779,1,3,15,1,3,4623,2,2,3,2,1,2,2,40,2,2,1,3,1,2,1,3,3,5
780,1,2,30,2,2,8386,1,3,2,2,1,2,2,49,2,2,1,2,1,1,1,3,5,7
781,1,1,24,2,3,1024,1,1,4,3,1,4,1,48,1,2,1,2,1,1,1,3,4,3
782,1,2,36,1,0,14318,1,4,4,2,1,2,4,57,2,3,1,3,1,2,1,3,6,8
783,1,2,6,0,3,433,3,1,4,1,1,2,2,24,1,1,1,2,2,1,1,1,1,1
784,1,1,12,0,3,2149,1,2,4,1,1,1,4,29,2,3,1,2,1,1,1,2,2,4
785,1,3,24,1,3,2397,3,4,3,2,1,2,3,35,1,2,2,2,1,2,1,2,4,4
786,1,2,6,0,0,931,2,1,1,1,1,1,2,32,1,2,1,1,1,1,1,2,1,2
787,1,2,15,2,3,1512,3,2,3,3,1,3,2,61,1,2,2,2,1,1,1,4,3,4
788,1,2,24,0,6,4241,1,2,1,2,1,4,1,36,2,2,2,1,1,2,1,2,4,5
789,1,2,24,2,2,4736,1,1,2,1,1,4,3,25,1,2,1,1,1,1,1,1,4,5
790,1,2,15,0,0,1778,1,1,2,1,1,1,1,26,2,1,2,1,1,1,1,2,3,4
791,1,3,15,1,3,2327,1,1,2,1,1,3,1,25,2,2,1,1,1,1,1,1,3,4
792,1,1,24,0,2,6872,1,1,2,1,1,1,2,55,1,2,1,2,1,2,1,3,4,6
793,1,1,12,1,3,795,1,1,4,1,1,4,2,53,2,2,1,2,1,1,1,3,2,2
794,1,3,30,2,6,1908,1,4,4,2,1,4,1,66,2,2,1,3,1,2,1,5,5,4
795,1,2,36,0,6,1953,1,4,4,2,1,4,4,61,2,3,1,3,1,2,1,4,6,4
796,1,3,18,1,2,2864,1,2,2,2,1,1,1,34,2,2,1,1,2,1,1,2,3,5
797,1,3,21,2,3,2319,1,1,2,1,1,1,3,33,2,1,1,2,1,1,1,2,4,4
798,1,1,24,1,0,915,4,4,4,1,1,2,3,29,1,2,1,2,1,1,1,2,4,2
799,1,3,24,1,0,947,1,3,4,2,1,3,4,38,1,3,1,2,2,1,1,2,4,2
800,1,1,24,1,0,1381,4,2,4,1,1,2,2,35,2,2,1,2,1,1,1,2,4,3
801,1,1,24,1,0,1285,4,3,4,1,1,4,4,32,2,1,1,2,1,1,1,2,4,3
802,1,1,24,1,0,1371,4,2,4,1,1,4,1,25,2,1,1,2,1,1,1,1,4,3
803,1,2,18,1,0,1042,4,2,4,1,1,2,2,33,2,2,1,2,1,1,1,2,3,3
804,1,1,12,1,0,900,4,2,4,3,1,2,3,23,2,2,1,2,1,1,1,1,2,2
805,1,1,24,1,0,1207,1,1,4,1,1,4,2,24,2,1,1,2,1,1,1,1,4,3
806,1,2,18,0,0,2278,2,1,3,1,1,3,3,28,2,2,2,2,1,1,1,2,3,4
807,1,1,60,2,6,6836,1,4,3,2,1,4,4,63,2,2,2,2,1,2,1,4,10,6
808,1,1,24,1,2,3345,1,4,4,2,1,2,2,39,2,1,1,3,1,2,1,2,4,5
