,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態
625,0,1,1,2,2,4,1,1,4,2,1,4,4,2,2,3,2,3,1,2,1
626,0,3,2,1,0,5,4,1,4,2,1,4,4,2,2,2,1,3,1,2,1
627,0,3,3,2,3,4,3,4,4,2,1,4,3,3,2,2,2,2,1,1,1
628,0,3,1,1,5,3,4,1,4,2,1,4,2,2,2,2,1,3,2,2,1
629,0,1,2,1,2,5,1,1,3,1,1,4,4,3,2,3,1,3,1,1,1
630,0,1,3,2,2,3,1,2,4,1,1,3,2,1,2,1,2,2,1,1,1
631,0,1,7,1,2,7,1,3,2,2,2,4,2,3,2,3,1,2,2,1,1
632,0,1,4,1,2,5,1,2,4,2,1,4,2,2,2,2,1,2,1,1,1
633,0,1,6,1,2,5,1,1,4,2,1,3,2,2,2,2,1,3,1,2,1
634,0,1,6,1,0,5,1,3,2,2,1,4,4,2,1,3,1,3,2,2,1
635,0,1,4,1,2,5,1,1,4,2,1,1,4,1,1,3,1,2,1,1,1
636,1,1,2,2,2,4,1,4,3,2,1,3,2,4,2,2,2,2,1,1,1
637,0,1,3,2,6,4,1,1,3,2,1,1,2,2,1,2,2,1,1,1,1
638,0,1,4,2,2,5,1,4,1,1,1,4,2,1,2,2,2,2,1,1,1
639,0,1,4,2,1,5,1,4,4,2,1,4,2,4,2,2,2,2,1,2,1
640,0,1,6,2,2,4,1,2,3,3,1,2,2,3,2,2,2,2,1,2,1
641,0,3,7,0,6,6,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1
642,0,1,4,2,1,6,1,4,2,1,1,4,4,3,2,3,2,3,2,2,1
643,1,1,8,2,1,6,1,4,4,1,1,4,4,3,1,3,2,1,1,1,1
644,0,3,4,2,3,4,1,4,4,2,1,4,4,3,2,3,2,2,2,1,1
645,0,1,6,1,7,9,1,1,2,1,2,3,3,3,2,2,1,3,1,1,1
646,0,3,4,2,3,4,2,4,4,2,1,4,2,3,1,2,2,2,1,1,1
647,0,3,8,2,3,6,4,4,3,2,1,3,3,2,1,2,2,2,2,1,1
648,0,2,5,2,6,5,2,4,4,2,1,2,2,3,1,2,2,2,1,1,1
649,0,2,3,1,6,5,2,2,4,2,1,4,3,2,2,2,1,2,1,1,1
650,0,2,4,1,2,5,4,2,1,1,1,4,2,3,2,2,1,1,1,2,1
651,0,2,1,1,3,1,4,4,4,2,1,4,2,2,2,2,1,2,1,1,1
652,0,2,2,1,5,2,4,4,4,2,1,4,2,2,2,2,2,2,1,1,1
653,0,3,4,2,3,4,4,4,4,2,1,4,2,3,2,2,2,2,1,1,1
654,0,2,8,2,6,6,4,2,4,2,1,4,4,2,2,3,1,2,2,2,1
655,0,2,3,2,6,4,4,4,4,2,1,2,2,3,2,2,2,2,1,1,1
656,1,2,4,2,3,3,2,1,4,2,1,4,4,2,1,2,2,2,2,1,1
657,0,2,1,1,3,2,1,2,2,1,2,3,1,4,2,2,1,2,1,1,1
658,0,2,2,1,3,5,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2
659,0,2,1,1,3,2,1,1,3,3,1,3,1,2,2,2,1,1,1,1,2
660,0,2,2,1,3,3,1,2,4,2,2,2,1,2,2,2,1,2,1,1,2
661,0,2,2,1,3,3,1,3,4,2,2,3,1,2,2,2,2,2,1,1,1
662,0,2,2,2,3,2,1,2,4,3,2,4,1,1,2,1,2,2,1,1,1
663,0,2,1,1,3,3,1,4,4,2,1,4,3,2,2,2,1,2,2,1,1
664,0,1,2,2,0,2,1,4,4,2,1,4,1,3,2,2,2,1,1,1,1
665,0,2,2,1,3,3,1,2,4,1,2,4,1,3,2,2,2,2,1,2,1
666,0,2,2,1,3,4,1,1,1,1,2,1,1,3,2,2,1,2,1,1,1
667,0,2,3,2,3,2,1,1,4,2,2,4,1,1,2,2,2,2,1,1,1
668,0,2,3,1,3,2,1,2,4,3,2,2,1,1,2,2,1,1,1,1,1
669,0,2,2,1,3,4,1,2,3,2,2,2,1,2,2,2,1,2,1,1,1
670,0,2,3,1,3,4,1,1,2,1,2,4,2,1,2,2,1,1,1,1,1
671,0,2,3,1,3,3,1,4,4,3,2,2,1,2,2,2,1,1,1,1,1
672,0,2,3,1,3,3,1,2,4,1,2,4,1,2,2,2,1,1,2,1,1
673,0,2,2,1,3,2,1,3,4,1,2,2,1,3,2,2,1,1,1,1,1
674,0,2,2,1,3,2,1,1,4,3,2,1,1,2,1,2,1,1,1,1,1
675,0,3,1,2,0,3,2,4,2,1,1,4,3,2,2,2,2,2,2,2,1
676,0,1,2,2,3,3,1,2,4,2,1,4,1,1,2,2,2,1,1,1,1
677,0,2,3,2,3,4,1,4,3,1,2,4,1,3,1,1,2,1,1,2,1
678,0,2,3,2,3,5,4,3,4,2,2,2,1,2,1,2,2,2,1,2,1
679,0,2,1,1,3,1,1,3,3,3,2,3,1,2,1,2,1,1,1,1,1
680,0,2,2,0,3,3,1,2,4,2,1,4,1,1,1,2,1,1,1,1,1
681,0,2,2,1,3,3,1,4,3,3,2,3,1,3,1,2,2,1,1,1,1
682,0,2,4,2,1,6,4,3,3,2,1,4,2,2,1,1,2,3,2,2,1
683,0,2,3,2,3,4,4,4,4,2,2,4,1,3,2,2,2,2,1,2,1
684,0,1,2,1,3,4,1,2,4,2,1,3,2,1,2,2,1,1,1,1,1
685,0,3,4,2,2,4,1,3,4,2,1,3,2,3,2,2,2,2,1,1,1
686,0,2,2,1,2,4,1,2,4,1,1,2,3,2,2,2,1,1,1,1,1
687,0,2,6,0,3,5,4,1,3,1,1,2,4,2,1,2,1,1,1,1,1
688,0,3,3,1,2,5,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1
689,1,1,4,1,3,3,2,2,4,1,1,2,3,2,2,2,1,1,1,1,1
690,0,3,10,1,3,8,2,3,2,1,1,4,1,1,2,2,1,2,1,2,1
691,0,1,2,1,0,3,1,2,4,3,1,3,1,2,2,2,1,1,1,1,1
692,0,2,1,1,3,1,1,1,3,3,1,1,2,1,2,2,1,1,1,1,1
693,0,3,3,2,1,5,1,1,1,1,1,2,2,3,2,2,2,1,1,1,1
694,0,3,2,1,2,4,1,2,3,2,1,2,1,1,2,1,1,1,1,1,1
695,0,3,10,2,3,9,1,3,2,2,1,4,3,1,2,2,2,2,1,2,1
696,0,3,2,2,0,4,1,2,2,1,1,2,3,2,1,2,2,2,1,2,1
697,0,3,4,1,3,3,1,2,4,3,1,2,2,2,2,2,1,2,1,1,1
698,0,2,8,2,1,5,2,1,3,2,1,4,3,2,2,2,1,2,1,1,1
699,0,1,4,2,3,3,3,4,4,1,1,4,2,3,2,1,2,3,1,2,1
700,1,1,6,1,1,7,4,4,3,2,1,4,4,3,2,3,1,2,1,1,1
701,0,2,6,2,1,6,1,2,3,2,1,4,3,2,2,2,2,2,1,2,1
702,0,1,3,2,3,7,4,2,1,1,1,2,3,1,2,1,2,2,1,2,1
703,0,1,5,1,2,5,3,4,4,1,1,4,2,3,2,1,2,2,1,2,1
704,0,1,1,2,3,3,4,4,4,2,1,4,1,5,2,2,2,2,1,2,1
705,0,3,3,1,3,3,3,3,4,2,1,3,2,2,2,2,2,2,1,2,1
706,0,3,4,2,2,5,4,4,4,2,2,4,4,1,2,1,2,2,1,1,1
707,0,2,5,2,0,4,4,4,4,2,1,4,1,2,2,2,2,2,1,1,1
708,1,1,8,0,6,7,1,3,2,1,2,4,3,2,2,1,1,2,1,1,1
709,0,3,8,2,3,6,1,2,1,2,1,3,4,2,1,3,1,2,1,2,1
710,0,3,4,1,0,5,1,4,4,1,2,4,4,4,2,3,1,2,1,2,1
711,0,1,7,2,3,5,1,1,4,2,2,4,3,5,2,2,2,1,1,1,1
712,0,3,6,2,6,6,4,4,4,2,1,4,1,2,2,2,2,2,1,1,1
713,0,3,2,2,3,3,4,4,4,1,1,4,2,3,2,1,2,1,1,1,1
714,0,3,1,1,0,5,1,2,2,2,2,3,2,2,2,1,1,2,1,1,1
715,0,3,6,0,3,5,1,2,4,2,1,2,3,2,2,2,2,2,1,1,1
716,0,1,8,1,3,6,1,3,4,2,1,1,4,3,2,3,1,3,1,2,1
717,1,3,4,1,6,5,3,2,2,2,1,3,2,3,2,2,2,3,1,2,1
718,1,2,3,1,2,4,4,1,4,1,1,3,1,2,2,1,1,2,1,1,1
719,1,2,10,1,3,6,2,2,2,3,1,2,3,1,2,2,1,2,1,1,1
720,1,2,8,2,3,6,1,4,4,2,1,4,4,3,2,3,1,2,1,1,1
721,0,3,3,1,3,4,1,4,4,2,1,4,3,3,2,1,1,3,1,2,1
722,0,3,4,2,1,5,1,2,3,2,1,2,1,2,1,2,2,1,1,1,1
723,0,3,6,2,1,7,4,3,3,2,1,2,3,2,1,2,1,3,2,2,1
724,0,1,4,1,2,5,1,2,2,2,1,2,3,2,1,2,1,2,1,1,1
725,0,2,3,1,1,5,1,2,1,3,1,3,3,1,2,1,1,2,1,2,1
726,0,3,4,1,0,5,3,3,1,1,1,2,3,2,1,2,1,3,1,1,1
727,0,3,2,1,0,4,1,4,4,2,1,4,3,2,2,2,1,3,1,2,1
728,0,3,6,2,1,8,4,2,4,2,1,2,3,2,2,2,1,3,1,2,1
729,0,2,10,2,3,7,4,2,2,2,1,2,4,2,2,3,1,3,1,1,1
730,0,2,7,0,1,7,1,1,1,2,1,2,4,3,1,3,1,3,1,2,1
731,0,3,10,1,0,6,4,2,4,2,1,4,4,2,2,3,1,2,2,2,1
732,0,3,3,2,1,5,3,4,3,2,1,4,4,1,2,1,2,2,1,2,1
733,0,1,3,1,0,5,1,1,1,1,1,4,3,1,2,1,1,2,1,1,1
734,0,1,6,1,1,6,1,4,2,2,1,4,4,3,2,3,1,2,2,1,1
735,0,3,1,1,3,3,3,2,1,1,1,4,1,4,2,2,1,2,1,1,1
736,0,2,2,1,3,3,1,4,4,2,1,4,3,2,2,2,2,1,1,1,1
737,0,3,3,2,3,3,3,2,4,2,1,3,1,3,2,2,2,2,1,1,1
738,0,2,3,1,3,3,1,4,4,2,1,4,3,2,2,2,2,1,1,1,1
739,0,2,4,0,1,6,2,4,3,3,1,4,3,2,1,2,2,2,1,2,1
740,0,3,2,1,2,4,1,3,3,1,1,4,1,2,2,2,1,1,1,1,1
741,0,3,2,1,3,5,3,3,2,1,1,4,1,4,2,2,1,1,1,1,1
742,1,1,4,1,2,5,4,2,2,3,1,4,3,1,2,2,1,2,1,1,1
743,0,3,5,2,1,7,4,4,1,2,1,4,3,4,2,2,2,2,1,1,1
744,0,3,5,1,1,5,4,3,2,1,1,4,2,1,1,1,1,1,1,1,1
745,0,3,1,1,2,4,1,2,1,3,1,2,2,1,2,1,1,2,1,1,1
746,0,2,4,1,1,5,4,4,4,2,1,4,4,2,1,3,1,2,1,2,1
747,0,3,4,2,3,6,1,4,3,2,1,4,4,3,2,3,2,2,1,1,1
748,0,2,2,1,3,3,1,3,4,1,1,4,2,5,2,2,2,3,1,2,1
749,0,3,4,1,2,5,1,4,3,1,1,4,4,3,2,3,1,2,1,1,1
750,0,2,6,2,0,5,2,4,4,2,1,3,4,2,2,3,1,2,1,1,1
751,1,1,2,1,0,2,1,2,4,2,1,3,3,2,2,2,1,1,1,1,1
752,1,2,2,2,3,3,3,4,4,2,1,3,4,2,2,3,2,2,2,1,1
753,1,2,4,1,1,5,3,1,3,1,1,4,3,2,2,1,1,2,1,1,1
754,1,2,1,1,0,8,4,1,1,2,1,2,2,1,2,2,1,1,1,2,1
755,1,1,3,0,0,2,1,4,4,2,1,3,3,2,2,1,2,2,2,1,1
756,1,1,4,2,0,3,1,4,4,2,1,4,3,4,2,2,2,1,1,1,1
757,1,1,2,0,0,3,1,2,4,2,1,4,3,3,1,2,2,2,1,1,1
758,1,2,5,1,0,4,1,2,4,1,2,2,4,1,1,2,1,2,1,1,1
759,1,2,6,2,0,5,1,1,4,1,1,4,3,2,2,2,2,2,1,1,1
760,1,2,8,1,3,5,1,3,4,2,1,4,1,2,2,2,2,2,1,1,1
761,1,1,3,1,3,5,1,2,4,2,1,4,4,5,2,3,2,2,1,1,1
762,1,3,4,0,0,6,4,2,1,1,1,4,2,2,1,2,2,2,1,2,1
763,1,2,10,1,3,6,1,2,4,2,1,4,4,3,2,3,1,2,1,1,1
764,1,3,4,2,0,5,1,4,4,2,1,4,3,3,2,2,2,1,2,1,1
765,1,3,2,1,3,3,1,3,4,2,1,2,3,1,2,2,1,2,1,1,1
766,1,2,7,2,3,5,1,3,2,2,2,2,1,1,2,2,2,2,1,1,1
767,1,3,3,2,0,4,1,2,3,2,1,2,2,2,1,2,2,2,1,1,1
768,1,2,2,0,0,3,2,3,2,2,1,3,4,2,2,2,1,2,1,1,1
769,1,1,3,1,3,3,4,2,4,1,1,2,3,1,2,1,1,2,1,1,1
770,1,1,4,1,3,4,1,1,4,2,1,2,3,2,1,2,1,3,2,1,1
771,1,1,2,1,0,3,1,1,3,2,1,2,4,2,2,3,1,3,1,2,1
772,1,1,3,1,3,3,1,2,4,3,1,3,1,3,2,2,1,1,1,2,1
773,1,1,6,1,0,7,1,3,2,2,1,1,3,1,2,2,1,2,1,2,1
774,1,1,6,2,6,4,1,3,2,2,1,1,3,1,2,2,2,2,1,2,1
775,1,1,6,1,0,4,1,1,4,1,1,4,3,2,2,2,1,2,1,2,1
776,1,2,3,2,2,5,1,4,4,1,1,3,4,3,2,2,1,3,1,2,1
777,1,1,1,2,2,5,1,2,1,1,1,4,1,3,2,1,1,3,1,2,1
778,1,2,3,2,3,3,1,2,4,3,1,2,3,2,2,2,1,2,1,1,1
779,1,3,3,1,3,5,2,2,3,2,1,2,2,3,2,2,1,3,1,2,1
780,1,2,5,2,2,7,1,3,2,2,1,2,2,3,2,2,1,2,1,1,1
781,1,1,4,2,3,3,1,1,4,3,1,4,1,3,1,2,1,2,1,1,1
782,1,2,6,1,0,8,1,4,4,2,1,2,4,3,2,3,1,3,1,2,1
783,1,2,1,0,3,1,3,1,4,1,1,2,2,1,1,1,1,2,2,1,1
784,1,1,2,0,3,4,1,2,4,1,1,1,4,2,2,3,1,2,1,1,1
785,1,3,4,1,3,4,3,4,3,2,1,2,3,2,1,2,2,2,1,2,1
786,1,2,1,0,0,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1
787,1,2,3,2,3,4,3,2,3,3,1,3,2,4,1,2,2,2,1,1,1
788,1,2,4,0,6,5,1,2,1,2,1,4,1,2,2,2,2,1,1,2,1
789,1,2,4,2,2,5,1,1,2,1,1,4,3,1,1,2,1,1,1,1,1
790,1,2,3,0,0,4,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1
791,1,3,3,1,3,4,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1
792,1,1,4,0,2,6,1,1,2,1,1,1,2,3,1,2,1,2,1,2,1
793,1,1,2,1,3,2,1,1,4,1,1,4,2,3,2,2,1,2,1,1,1
794,1,3,5,2,6,4,1,4,4,2,1,4,1,5,2,2,1,3,1,2,1
795,1,2,6,0,6,4,1,4,4,2,1,4,4,4,2,3,1,3,1,2,1
796,1,3,3,1,2,5,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1
797,1,3,4,2,3,4,1,1,2,1,1,1,3,2,2,1,1,2,1,1,1
798,1,1,4,1,0,2,4,4,4,1,1,2,3,2,1,2,1,2,1,1,1
799,1,3,4,1,0,2,1,3,4,2,1,3,4,2,1,3,1,2,2,1,1
800,1,1,4,1,0,3,4,2,4,1,1,2,2,2,2,2,1,2,1,1,1
801,1,1,4,1,0,3,4,3,4,1,1,4,4,2,2,1,1,2,1,1,1
802,1,1,4,1,0,3,4,2,4,1,1,4,1,1,2,1,1,2,1,1,1
803,1,2,3,1,0,3,4,2,4,1,1,2,2,2,2,2,1,2,1,1,1
804,1,1,2,1,0,2,4,2,4,3,1,2,3,1,2,2,1,2,1,1,1
805,1,1,4,1,0,3,1,1,4,1,1,4,2,1,2,1,1,2,1,1,1
806,1,2,3,0,0,4,2,1,3,1,1,3,3,2,2,2,2,2,1,1,1
807,1,1,10,2,6,6,1,4,3,2,1,4,4,4,2,2,2,2,1,2,1
808,1,1,4,1,2,5,1,4,4,2,1,2,2,2,2,1,1,3,1,2,1
809,1,1,1,0,3,3,1,4,4,1,1,4,4,2,2,3,1,2,1,1,1
810,1,2,8,1,6,9,1,2,2,2,1,2,3,1,2,2,1,2,1,2,1
811,1,1,10,1,6,6,1,4,4,2,2,4,4,2,2,1,1,2,1,1,1
812,1,3,3,1,3,4,1,1,4,1,1,4,1,1,2,2,1,2,1,1,1
813,1,1,3,1,3,5,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1
814,1,2,2,0,1,6,1,4,2,1,1,4,4,5,1,3,1,3,2,2,1
815,1,3,3,2,2,4,1,3,4,1,1,1,1,1,2,2,1,2,1,1,1
816,1,3,2,1,0,3,2,4,1,1,1,4,4,3,2,3,1,1,2,1,1
817,1,1,2,1,0,2,1,3,4,2,1,2,1,2,2,2,1,2,1,1,1
818,1,2,2,1,2,3,1,2,3,1,1,4,1,1,2,2,1,2,1,1,1
819,1,3,2,1,2,4,1,1,2,1,2,2,3,1,2,1,2,2,1,1,1
820,1,2,8,1,3,8,3,3,1,2,2,2,4,2,1,2,2,2,1,2,1
821,1,1,6,2,3,6,1,2,4,2,1,3,2,2,1,2,1,2,1,2,1
822,1,1,4,1,3,4,1,1,4,1,1,3,2,2,2,2,1,2,1,1,1
823,1,1,4,1,3,4,1,2,3,1,1,2,1,1,2,2,2,2,1,2,1
824,1,1,4,2,3,4,1,1,4,1,1,2,3,2,2,1,1,1,1,2,1
825,1,2,1,2,0,3,1,1,4,2,1,4,2,3,2,2,1,3,1,2,1
826,1,2,8,0,6,5,2,3,4,2,1,4,4,2,2,3,1,1,2,1,1
827,1,1,2,2,0,5,1,4,3,2,2,4,2,3,2,1,2,2,1,2,1
828,1,2,2,1,3,2,1,2,4,2,1,2,3,2,2,2,1,2,1,1,1
829,1,2,8,1,3,6,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1
830,1,2,6,0,3,5,1,2,4,1,1,1,3,3,2,2,1,2,1,2,1
831,1,3,6,2,3,5,1,2,4,2,1,2,3,2,2,2,2,3,1,2,1
832,1,3,6,2,6,7,4,1,4,2,1,4,3,2,2,1,2,2,1,2,1
833,1,3,6,1,3,5,1,2,4,2,1,2,3,2,2,2,1,2,1,1,1
834,1,3,1,1,2,5,1,1,1,1,1,4,2,2,2,2,1,2,1,1,1
835,1,2,4,1,1,8,1,2,1,1,1,4,3,1,2,1,2,3,1,1,1
836,1,3,3,0,6,5,1,2,2,2,1,2,3,2,1,2,2,2,2,1,1
837,1,2,4,1,2,5,1,3,3,1,1,3,3,3,2,2,1,2,1,2,1
838,1,3,3,0,0,6,1,4,2,2,1,4,4,2,1,2,2,3,2,2,1
839,1,3,2,1,0,3,3,2,2,1,1,2,2,2,2,2,1,2,1,1,1
840,1,1,6,1,3,4,4,4,4,2,1,4,4,3,2,2,1,3,1,2,1
841,1,2,3,2,2,4,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1
842,1,3,2,1,2,3,3,2,4,1,1,4,3,2,2,1,1,1,1,1,1
843,1,2,4,1,7,8,1,2,2,2,2,3,3,2,1,2,2,3,1,2,1
844,1,2,4,2,7,8,1,2,2,2,2,3,3,2,2,2,2,3,2,2,1
845,1,2,5,2,3,5,3,2,4,2,1,2,2,1,2,2,2,1,1,1,1
846,1,2,5,2,3,4,2,1,4,2,1,3,4,2,1,2,2,3,1,1,1
847,1,2,10,0,7,8,2,4,3,1,1,4,4,4,1,3,2,3,1,2,1
848,1,2,6,1,3,5,2,2,4,1,2,4,4,3,2,3,1,2,1,1,1
849,1,2,6,1,3,8,2,2,1,2,1,4,4,3,2,3,1,2,2,2,1
850,1,2,8,1,3,5,2,2,4,2,2,4,2,1,2,1,1,2,1,1,1
851,1,1,2,0,3,2,1,2,4,1,1,4,1,1,1,2,1,1,1,1,1
852,1,2,4,2,6,4,1,4,4,1,1,4,1,2,2,2,2,2,1,2,1
853,1,3,4,2,0,3,4,3,4,2,1,2,1,2,1,2,2,1,2,1,1
854,1,3,3,1,2,4,1,1,4,3,2,1,2,3,2,2,1,1,2,1,1
855,1,1,8,1,0,5,1,3,4,2,1,4,4,3,2,3,1,2,2,1,1
856,1,1,4,0,2,5,3,1,4,2,1,4,4,2,2,3,1,2,2,2,1
857,1,1,6,1,3,4,1,2,4,1,1,4,3,2,2,1,1,2,1,1,1
858,1,1,7,1,3,5,1,1,4,2,1,3,3,2,2,2,1,2,1,1,1
859,1,1,2,1,3,2,2,1,4,3,1,3,4,2,2,2,1,1,1,2,1
860,1,3,8,1,6,5,4,2,4,1,1,2,1,2,1,2,1,2,1,1,1
861,1,1,8,1,6,5,1,1,3,1,1,4,2,1,2,1,1,2,1,1,1
862,1,2,2,1,3,4,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1
863,1,3,3,2,0,5,1,3,2,2,1,2,2,2,1,2,2,2,1,1,1
864,1,1,7,2,3,6,1,2,4,2,1,3,4,2,1,2,1,2,1,2,1
865,1,3,3,2,3,3,4,2,3,2,1,4,4,2,2,3,2,2,1,2,1
866,1,2,2,1,0,3,1,1,3,1,1,1,3,1,2,1,1,2,1,1,1
867,1,2,6,1,1,7,1,1,1,3,1,4,3,2,2,1,1,3,1,2,1
868,1,2,2,1,2,2,2,1,4,1,1,4,3,2,1,1,2,2,1,1,1
869,1,2,4,1,0,3,1,1,3,1,1,4,3,1,2,2,1,1,1,2,1
870,1,1,8,1,3,5,1,2,3,2,1,4,3,3,2,2,1,2,1,1,1
871,1,3,6,2,0,7,1,2,4,1,1,2,1,1,1,2,2,2,1,2,1
872,1,3,3,1,3,1,1,1,3,1,2,4,1,1,2,1,1,2,1,1,1
873,1,3,6,2,6,7,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1
874,1,2,4,0,3,4,1,3,4,1,1,4,4,2,1,3,1,1,1,1,1
875,1,2,5,2,0,5,1,1,4,3,1,2,3,2,2,2,2,3,1,1,1
876,1,2,5,2,0,6,1,1,4,3,1,2,3,2,2,2,2,3,1,1,1
877,1,1,8,1,3,6,1,2,3,1,1,2,3,2,2,2,1,2,1,2,1
878,1,1,2,1,3,3,1,1,3,1,1,4,2,1,2,1,1,2,1,1,1
879,1,1,4,0,7,3,4,4,4,2,1,3,3,3,1,2,1,3,1,2,1
880,1,1,3,1,2,4,1,1,4,2,1,1,3,1,2,2,1,1,1,1,1
881,1,3,2,0,3,3,1,1,4,2,1,2,3,2,2,2,2,3,1,2,1
882,1,1,8,1,0,7,1,4,4,2,1,4,4,3,1,3,1,3,1,1,1
883,1,2,3,0,0,3,2,2,2,3,1,2,2,1,2,1,1,2,1,1,1
884,1,2,3,1,0,5,2,2,2,1,1,4,3,2,2,1,2,2,1,2,1
885,1,2,8,1,0,6,2,3,3,2,1,2,2,1,2,2,1,2,1,1,1
886,1,1,4,1,0,5,1,1,4,1,1,1,2,2,2,2,1,2,1,1,1
887,1,1,6,2,3,7,1,2,3,1,1,2,4,1,2,2,2,3,1,2,1
888,1,1,4,1,3,4,1,1,4,1,1,4,1,2,2,2,1,2,1,2,1
889,1,2,6,1,2,7,2,1,4,2,2,1,4,2,2,1,1,3,1,2,1
890,1,2,10,1,0,8,1,3,4,2,1,2,4,2,2,2,1,3,1,2,1
891,1,1,6,2,1,7,1,3,4,2,1,4,3,1,2,2,2,2,1,2,1
892,1,2,2,1,3,3,4,2,2,3,1,1,1,1,2,2,1,2,1,2,1
893,1,1,3,1,2,3,1,1,4,1,1,2,3,2,2,2,1,2,1,1,1
894,1,2,4,2,2,4,1,1,3,1,1,2,2,2,2,2,1,3,1,2,1
895,1,2,3,1,1,8,1,1,3,1,1,4,4,2,2,3,1,3,1,2,1
896,1,3,4,2,6,5,3,1,4,2,1,2,1,3,1,2,1,1,2,1,1
897,1,3,5,1,0,5,1,2,3,1,1,3,1,1,2,1,1,2,1,1,1
898,1,2,5,1,6,5,1,2,4,2,1,2,3,2,2,2,1,2,2,2,1
899,1,3,2,1,0,3,4,2,4,2,2,4,2,2,2,2,1,1,1,1,1
900,1,1,4,1,0,5,1,3,2,2,2,3,2,2,2,2,1,2,1,2,1
901,1,1,2,1,0,5,1,1,4,2,1,1,1,2,2,2,1,1,2,1,1
902,1,2,6,2,0,4,1,4,4,2,1,4,4,3,1,3,2,2,1,2,1
903,1,1,3,1,2,5,1,2,2,2,2,3,3,3,2,2,1,2,1,1,1
904,1,1,3,0,2,5,1,1,1,1,1,4,2,2,2,1,1,2,1,1,1
905,1,1,3,2,2,4,1,2,4,1,1,4,1,1,2,1,2,2,1,1,1
906,1,1,3,0,2,4,1,2,4,2,1,3,3,3,1,2,1,2,1,1,1
907,1,1,5,1,2,4,1,3,4,1,1,4,1,1,2,1,1,2,1,1,1
908,1,1,4,2,0,3,1,1,4,2,1,2,1,3,2,3,2,2,2,1,1
909,1,1,8,0,2,6,1,2,3,2,1,4,4,3,2,3,2,2,2,1,1
910,1,1,4,2,0,5,1,2,3,2,1,4,4,3,2,3,2,2,2,1,1
911,1,1,2,2,0,2,1,4,4,2,1,3,2,2,2,2,2,2,1,1,1
912,1,1,7,2,3,5,1,3,3,2,1,2,2,2,1,2,2,2,2,2,1
913,1,1,6,0,2,5,1,4,4,2,1,4,3,2,1,2,1,2,1,1,1
914,1,1,4,0,2,5,1,4,3,2,1,4,4,1,1,1,2,2,2,1,1
915,1,1,3,1,2,4,1,2,2,2,1,2,3,1,2,2,1,2,1,1,1
916,1,1,2,1,2,3,1,2,2,1,1,4,3,1,2,1,1,2,1,1,1
917,1,2,2,0,2,5,1,1,4,1,1,3,2,1,2,1,2,2,1,1,1
918,1,1,8,0,1,5,1,4,3,2,1,4,4,1,2,3,2,2,2,1,1
919,1,1,8,2,1,6,1,4,4,2,1,4,4,3,2,3,2,2,1,2,1
920,1,1,4,0,2,5,1,3,3,2,1,4,3,2,1,2,1,2,1,1,1
921,1,1,2,0,0,2,1,1,4,2,1,2,3,3,1,2,2,2,1,2,1
922,1,1,4,1,0,3,1,3,4,1,1,4,3,1,2,1,2,2,1,1,1
923,1,1,5,0,6,6,1,1,2,2,1,4,2,3,2,2,2,2,1,2,1
924,1,1,4,2,3,5,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1
925,1,1,3,1,2,4,1,2,1,1,1,4,1,1,2,1,1,2,1,1,1
926,1,1,4,0,6,5,1,2,4,2,1,2,2,2,1,1,1,2,1,2,1
927,1,1,2,1,5,2,1,3,4,3,1,4,2,1,2,1,1,2,1,1,1
928,1,1,8,1,1,8,1,3,4,2,1,4,4,2,2,3,2,2,2,2,1
929,1,2,8,0,6,8,1,2,2,2,1,2,3,1,1,2,1,2,1,2,1
930,1,2,3,2,0,3,1,4,3,2,2,3,1,2,2,2,2,2,1,1,1
931,1,1,2,1,0,3,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1
932,1,2,2,1,0,3,1,4,1,1,1,1,1,3,2,1,2,2,1,1,1
933,1,1,2,1,0,3,1,3,2,1,1,3,3,2,2,2,1,2,1,1,1
934,1,1,3,2,0,5,1,4,2,2,2,4,2,3,2,1,1,2,1,2,2
935,1,1,4,2,0,4,1,2,4,3,2,2,2,2,1,1,2,2,1,1,2
936,1,2,2,1,2,2,1,2,1,1,1,2,3,2,1,2,1,2,1,1,1
937,1,2,3,2,0,2,1,4,4,2,1,4,3,2,2,2,1,2,2,2,1
938,1,2,4,1,0,3,1,1,4,2,1,2,1,1,1,2,1,1,1,1,1
